## Detector setup file for new FPD
########################################################################
##
##	#FP	Energy	Time	Pos
Size: 	368 	0 	1 	1
#RawHits:
#
Multi-hit: 8
#
##	Scalers	Calib	Overlap	Micro	#trig	Toff	Tres
Misc:	1	1	0	0	0	0.0	0.0
##
Window:   -20. 20. -40. -20.
Window:   -20. 20.  20.  40.
##
## N.B. No QDC information supplied
##
Element:   0 0.0 0.0 0.0 0.0    849M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1537.677  6.343  2067
Element:   1 0.0 0.0 0.0 0.0    832M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1531.610  6.365  2064
Element:   2 0.0 0.0 0.0 0.0    833M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1525.078  6.366  2066
Element:   3 0.0 0.0 0.0 0.0    848M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1518.966  6.388  2065
Element:   4 0.0 0.0 0.0 0.0    817M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1512.436  6.387  2867
Element:   5 0.0 0.0 0.0 0.0    800M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1506.280  6.406  2864
Element:   6 0.0 0.0 0.0 0.0    801M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1499.752  6.404  2866
Element:   7 0.0 0.0 0.0 0.0    816M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1493.557  6.423  2865
Element:   8 0.0 0.0 0.0 0.0    977M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1484.178  6.293  2355
Element:   9 0.0 0.0 0.0 0.0    960M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1478.145  6.311  2352
Element:  10 0.0 0.0 0.0 0.0    961M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1471.687  6.306  2354
Element:  11 0.0 0.0 0.0 0.0    976M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1465.619  6.323  2353
Element:  12 0.0 0.0 0.0 0.0    945M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1459.167  6.320  2003
Element:  13 0.0 0.0 0.0 0.0    928M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1453.068  6.333  2000
Element:  14 0.0 0.0 0.0 0.0    929M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1446.625  6.328  2002
Element:  15 0.0 0.0 0.0 0.0    944M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1440.495  6.342  2001
Element:  16 0.0 0.0 0.0 0.0   1105M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1431.393  6.216  2611
Element:  17 0.0 0.0 0.0 0.0   1088M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1425.419  6.228  2608
Element:  18 0.0 0.0 0.0 0.0   1089M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1419.057  6.223  2610
Element:  19 0.0 0.0 0.0 0.0   1104M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1413.059  6.233  2609
Element:  20 0.0 0.0 0.0 0.0   1073M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1406.710  6.226  2323
Element:  21 0.0 0.0 0.0 0.0   1056M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1400.689  6.236  2320
Element:  22 0.0 0.0 0.0 0.0   1057M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1394.356  6.228  2322
Element:  23 0.0 0.0 0.0 0.0   1072M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1388.315  6.236  2321
Element:  24 0.0 0.0 0.0 0.0    913M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1379.523  6.118  2291
Element:  25 0.0 0.0 0.0 0.0    896M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1373.629  6.125  2288
Element:  26 0.0 0.0 0.0 0.0    897M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1367.386  6.117  2290
Element:  27 0.0 0.0 0.0 0.0    912M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1361.479  6.122  2289
Element:  28 0.0 0.0 0.0 0.0    881M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1355.254  6.114  2579
Element:  29 0.0 0.0 0.0 0.0    864M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1349.332  6.119  2576
Element:  30 0.0 0.0 0.0 0.0    865M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1343.128  6.107  2578
Element:  31 0.0 0.0 0.0 0.0    880M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1337.197  6.111  2577
Element:  32 0.0 0.0 0.0 0.0   1041M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1328.743  6.003  2035
Element:  33 0.0 0.0 0.0 0.0   1024M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1322.948  6.006  2032
Element:  34 0.0 0.0 0.0 0.0   1025M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1316.841  5.994  2034
Element:  35 0.0 0.0 0.0 0.0   1040M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1311.040  5.997  2033
Element:  36 0.0 0.0 0.0 0.0   1009M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1304.955  5.984  2643
Element:  37 0.0 0.0 0.0 0.0    992M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1299.151  5.986  2640
Element:  38 0.0 0.0 0.0 0.0    993M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1293.091  5.972  2642
Element:  39 0.0 0.0 0.0 0.0   1008M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1287.285  5.972  2641
Element:  40 0.0 0.0 0.0 0.0   1169M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1279.179  5.872  2931
Element:  41 0.0 0.0 0.0 0.0   1152M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1273.499  5.872  2928
Element:  42 0.0 0.0 0.0 0.0   1153M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1267.538  5.858  2930
Element:  43 0.0 0.0 0.0 0.0   1168M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1261.861  5.855  2929
Element:  44 0.0 0.0 0.0 0.0   1137M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1255.927  5.843  2899
Element:  45 0.0 0.0 0.0 0.0   1120M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1250.254  5.839  2896
Element:  46 0.0 0.0 0.0 0.0   1121M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1244.349  5.825  2898
Element:  47 0.0 0.0 0.0 0.0   1136M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1238.682  5.821  2897
Element:  48 0.0 0.0 0.0 0.0    851M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1230.931  5.731  2071
Element:  49 0.0 0.0 0.0 0.0    834M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1225.377  5.726  2068
Element:  50 0.0 0.0 0.0 0.0    835M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1219.573  5.712  2070
Element:  51 0.0 0.0 0.0 0.0    850M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1214.029  5.707  2069
Element:  52 0.0 0.0 0.0 0.0    819M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1208.255  5.690  2871
Element:  53 0.0 0.0 0.0 0.0    802M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1202.721  5.684  2868
Element:  54 0.0 0.0 0.0 0.0    803M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1196.979  5.668  2870
Element:  55 0.0 0.0 0.0 0.0    818M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1191.459  5.661  2869
Element:  56 0.0 0.0 0.0 0.0    979M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1184.061  5.583  2359
Element:  57 0.0 0.0 0.0 0.0    962M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1178.643  5.576  2356
Element:  58 0.0 0.0 0.0 0.0    963M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1173.001  5.559  2358
Element:  59 0.0 0.0 0.0 0.0    978M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1167.596  5.551  2357
Element:  60 0.0 0.0 0.0 0.0    947M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1161.988  5.534  2007
Element:  61 0.0 0.0 0.0 0.0    930M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1156.600  5.526  2004
Element:  62 0.0 0.0 0.0 0.0    931M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1151.025  5.508  2006
Element:  63 0.0 0.0 0.0 0.0    946M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1145.656  5.498  2005
Element:  64 0.0 0.0 0.0 0.0   1107M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1138.607  5.430  2615
Element:  65 0.0 0.0 0.0 0.0   1090M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1133.326  5.421  2612
Element:  66 0.0 0.0 0.0 0.0   1091M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1127.850  5.403  2614
Element:  67 0.0 0.0 0.0 0.0   1106M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1122.590  5.393  2613
Element:  68 0.0 0.0 0.0 0.0   1075M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1117.148  5.375  2327
Element:  69 0.0 0.0 0.0 0.0   1058M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1111.910  5.364  2324
Element:  70 0.0 0.0 0.0 0.0   1059M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1106.504  5.345  2326
Element:  71 0.0 0.0 0.0 0.0   1074M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1101.289  5.332  2325
Element:  72 0.0 0.0 0.0 0.0    915M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1094.574  5.275  2295
Element:  73 0.0 0.0 0.0 0.0    898M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1089.435  5.263  2292
Element:  74 0.0 0.0 0.0 0.0    899M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1084.125  5.245  2294
Element:  75 0.0 0.0 0.0 0.0    914M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1079.010  5.234  2293
Element:  76 0.0 0.0 0.0 0.0    883M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1073.735  5.215  2583
Element:  77 0.0 0.0 0.0 0.0    866M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1068.649  5.201  2580
Element:  78 0.0 0.0 0.0 0.0    867M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1063.410  5.182  2582
Element:  79 0.0 0.0 0.0 0.0    882M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1058.350  5.167  2581
Element:  80 0.0 0.0 0.0 0.0   1043M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1051.956  5.122  2039
Element:  81 0.0 0.0 0.0 0.0   1026M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1046.960  5.108  2036
Element:  82 0.0 0.0 0.0 0.0   1027M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1041.813  5.089  2038
Element:  83 0.0 0.0 0.0 0.0   1042M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1036.846  5.075  2037
Element:  84 0.0 0.0 0.0 0.0   1011M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1031.736  5.056  2647
Element:  85 0.0 0.0 0.0 0.0    994M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1026.798  5.041  2644
Element:  86 0.0 0.0 0.0 0.0    995M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1021.725  5.020  2646
Element:  87 0.0 0.0 0.0 0.0   1010M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1016.820  5.005  2645
Element:  88 0.0 0.0 0.0 0.0   1171M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1010.726  4.969  2935
Element:  89 0.0 0.0 0.0 0.0   1154M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1005.872  4.954  2932
Element:  90 0.0 0.0 0.0 0.0   1155M0 -700.0 700.0 -6000.0 0.1000 0 0 0  1000.885  4.935  2934
Element:  91 0.0 0.0 0.0 0.0   1170M0 -700.0 700.0 -6000.0 0.1000 0 0 0   996.064  4.918  2933
Element:  92 0.0 0.0 0.0 0.0   1139M0 -700.0 700.0 -6000.0 0.1000 0 0 0   991.114  4.900  2903
Element:  93 0.0 0.0 0.0 0.0   1122M0 -700.0 700.0 -6000.0 0.1000 0 0 0   986.325  4.882  2900
Element:  94 0.0 0.0 0.0 0.0   1123M0 -700.0 700.0 -6000.0 0.1000 0 0 0   981.412  4.863  2902
Element:  95 0.0 0.0 0.0 0.0   1138M0 -700.0 700.0 -6000.0 0.1000 0 0 0   976.658  4.846  2901
Element:  96 0.0 0.0 0.0 0.0    853M0 -700.0 700.0 -6000.0 0.1000 0 0 0   970.848  4.820  2075
Element:  97 0.0 0.0 0.0 0.0    836M0 -700.0 700.0 -6000.0 0.1000 0 0 0   966.134  4.802  2072
Element:  98 0.0 0.0 0.0 0.0    837M0 -700.0 700.0 -6000.0 0.1000 0 0 0   961.304  4.784  2074
Element:  99 0.0 0.0 0.0 0.0    852M0 -700.0 700.0 -6000.0 0.1000 0 0 0   956.625  4.766  2073
Element: 100 0.0 0.0 0.0 0.0    821M0 -700.0 700.0 -6000.0 0.1000 0 0 0   951.831  4.748  2875
Element: 101 0.0 0.0 0.0 0.0    804M0 -700.0 700.0 -6000.0 0.1000 0 0 0   947.188  4.729  2872
Element: 102 0.0 0.0 0.0 0.0    805M0 -700.0 700.0 -6000.0 0.1000 0 0 0   942.431  4.710  2874
Element: 103 0.0 0.0 0.0 0.0    820M0 -700.0 700.0 -6000.0 0.1000 0 0 0   937.826  4.691  2873
Element: 104 0.0 0.0 0.0 0.0    981M0 -700.0 700.0 -6000.0 0.1000 0 0 0   932.282  4.675  2363
Element: 105 0.0 0.0 0.0 0.0    964M0 -700.0 700.0 -6000.0 0.1000 0 0 0   927.705  4.656  2360
Element: 106 0.0 0.0 0.0 0.0    965M0 -700.0 700.0 -6000.0 0.1000 0 0 0   923.026  4.637  2362
Element: 107 0.0 0.0 0.0 0.0    980M0 -700.0 700.0 -6000.0 0.1000 0 0 0   918.486  4.618  2361
Element: 108 0.0 0.0 0.0 0.0    949M0 -700.0 700.0 -6000.0 0.1000 0 0 0   913.844  4.599  2011
Element: 109 0.0 0.0 0.0 0.0    932M0 -700.0 700.0 -6000.0 0.1000 0 0 0   909.342  4.581  2008
Element: 110 0.0 0.0 0.0 0.0    933M0 -700.0 700.0 -6000.0 0.1000 0 0 0   904.737  4.561  2010
